time,frequency,amplitude,harmonic_index
0.600000,456.367865,0.503937,0
0.610000,456.367865,0.503937,0
0.620000,456.367865,0.503937,0
0.630000,456.367865,0.503937,0
0.640000,456.367865,0.503937,0
0.650000,456.367865,0.503937,0
0.660000,456.367865,0.503937,0
0.670000,456.367865,0.503937,0
0.680000,456.367865,0.503937,0
0.690000,456.367865,0.503937,0
0.700000,456.367865,0.503937,0
0.710000,456.367865,0.503937,0
0.720000,456.367865,0.503937,0
0.730000,456.367865,0.503937,0
0.740000,456.367865,0.503937,0
0.750000,456.367865,0.503937,0
0.760000,456.367865,0.503937,0
0.770000,456.367865,0.503937,0
0.780000,456.367865,0.503937,0
0.790000,456.367865,0.503937,0
0.800000,456.367865,0.503937,0
0.810000,456.367865,0.503937,0
0.820000,456.367865,0.503937,0
0.830000,456.367865,0.503937,0
0.840000,456.367865,0.503937,0
0.850000,456.367865,0.503937,0
0.860000,456.367865,0.503937,0
0.870000,456.367865,0.503937,0
0.880000,456.367865,0.503937,0
0.890000,456.367865,0.503937,0
0.900000,456.367865,0.503937,0
0.910000,456.367865,0.503937,0
0.920000,456.367865,0.503937,0
0.930000,456.367865,0.503937,0
0.940000,456.367865,0.503937,0
0.950000,456.367865,0.503937,0
0.960000,456.367865,0.503937,0
0.970000,456.367865,0.503937,0
0.980000,456.367865,0.503937,0
0.990000,456.367865,0.503937,0
1.000000,456.367865,0.503937,0
1.010000,456.367865,0.503937,0
1.020000,456.367865,0.503937,0
1.030000,456.367865,0.503937,0
1.040000,456.367865,0.503937,0
1.050000,456.367865,0.503937,0
1.060000,456.367865,0.503937,0
1.070000,456.367865,0.503937,0
1.080000,456.367865,0.503937,0
1.090000,456.367865,0.503937,0
1.100000,456.367865,0.503937,0
1.110000,456.367865,0.503937,0
1.120000,456.367865,0.503937,0
1.130000,456.367865,0.503937,0
1.140000,456.367865,0.503937,0
1.150000,456.367865,0.503937,0
1.160000,456.367865,0.503937,0
1.170000,456.367865,0.503937,0
1.180000,456.367865,0.503937,0
1.190000,456.367865,0.503937,0
1.200000,456.367865,0.503937,0
1.210000,456.367865,0.503937,0
1.220000,456.367865,0.503937,0
1.230000,456.367865,0.503937,0
1.240000,456.367865,0.503937,0
1.250000,456.367865,0.503937,0
1.260000,456.367865,0.503937,0
1.270000,456.367865,0.503937,0
1.280000,456.367865,0.503937,0
1.290000,456.367865,0.503937,0
1.300000,456.367865,0.503937,0
1.310000,456.367865,0.503937,0
1.320000,456.367865,0.503937,0
1.330000,456.367865,0.503937,0
1.340000,456.367865,0.503937,0
1.350000,456.367865,0.503937,0
1.360000,456.367865,0.503937,0
1.370000,456.367865,0.503937,0
1.380000,456.367865,0.503937,0
1.390000,456.367865,0.503937,0
1.400000,456.367865,0.503937,0
1.410000,456.367865,0.503937,0
1.420000,456.367865,0.503937,0
1.430000,456.367865,0.503937,0
1.440000,456.367865,0.503937,0
1.450000,456.367865,0.503937,0
1.460000,456.367865,0.503937,0
1.470000,456.367865,0.503937,0
1.480000,456.367865,0.503937,0
1.490000,456.367865,0.503937,0
1.500000,456.367865,0.503937,0
1.510000,456.367865,0.503937,0
1.520000,456.367865,0.503937,0
1.530000,456.367865,0.503937,0
1.540000,456.367865,0.503937,0
1.550000,456.367865,0.503937,0
1.560000,456.367865,0.503937,0
1.570000,456.367865,0.503937,0
1.580000,456.367865,0.503937,0
1.590000,456.367865,0.503937,0
1.600000,456.367865,0.503937,0
1.610000,456.367865,0.503937,0
1.620000,456.367865,0.503937,0
1.630000,456.367865,0.503937,0
1.640000,456.367865,0.503937,0
1.650000,456.367865,0.503937,0
1.660000,456.367865,0.503937,0
1.670000,456.367865,0.503937,0
1.680000,456.367865,0.503937,0
1.690000,456.367865,0.503937,0
1.700000,456.367865,0.503937,0
1.710000,456.367865,0.503937,0
1.720000,456.367865,0.503937,0
1.730000,456.367865,0.503937,0
1.740000,456.367865,0.503937,0
1.750000,456.367865,0.503937,0
1.760000,456.367865,0.503937,0
1.770000,456.367865,0.503937,0
1.780000,456.367865,0.503937,0
1.790000,456.367865,0.503937,0
1.800000,456.367865,0.503937,0
1.810000,456.367865,0.503937,0
1.820000,456.367865,0.503937,0
1.830000,456.367865,0.503937,0
1.840000,456.367865,0.503937,0
1.850000,456.367865,0.503937,0
1.860000,456.367865,0.503937,0
1.870000,456.367865,0.503937,0
1.880000,456.367865,0.503937,0
1.890000,456.367865,0.503937,0
1.900000,456.367865,0.503937,0
1.910000,456.367865,0.503937,0
1.920000,456.367865,0.503937,0
1.930000,456.367865,0.503937,0
1.940000,456.367865,0.503937,0
1.950000,456.367865,0.503937,0
1.960000,456.367865,0.503937,0
1.970000,456.367865,0.503937,0
1.980000,456.367865,0.503937,0
1.990000,456.367865,0.503937,0
2.000000,456.367865,0.503937,0
2.010000,456.367865,0.503937,0
2.020000,456.367865,0.503937,0
2.030000,456.367865,0.503937,0
2.040000,456.367865,0.503937,0
2.050000,456.367865,0.503937,0
2.060000,456.367865,0.503937,0
2.070000,456.367865,0.503937,0
2.080000,456.367865,0.503937,0
2.090000,456.367865,0.503937,0
2.100000,456.367865,0.503937,0
2.110000,456.367865,0.503937,0
2.120000,456.367865,0.503937,0
2.130000,456.367865,0.503937,0
2.140000,456.367865,0.503937,0
2.150000,456.367865,0.503937,0
2.160000,456.367865,0.503937,0
2.170000,456.367865,0.503937,0
2.180000,456.367865,0.503937,0
2.190000,456.367865,0.503937,0
2.200000,456.367865,0.503937,0
2.210000,456.367865,0.503937,0
2.220000,456.367865,0.503937,0
2.230000,456.367865,0.503937,0
2.240000,456.367865,0.503937,0
2.250000,456.367865,0.503937,0
2.260000,456.367865,0.503937,0
2.270000,456.367865,0.503937,0
2.280000,456.367865,0.503937,0
2.290000,456.367865,0.503937,0
2.300000,456.367865,0.503937,0
2.310000,456.367865,0.503937,0
2.320000,456.367865,0.503937,0
2.330000,456.367865,0.503937,0
2.340000,456.367865,0.503937,0
2.350000,456.367865,0.503937,0
2.360000,456.367865,0.503937,0
2.370000,456.367865,0.503937,0
2.380000,456.367865,0.503937,0
2.390000,456.367865,0.503937,0
2.400000,456.367865,0.503937,0
2.410000,456.367865,0.503937,0
2.420000,456.367865,0.503937,0
2.430000,456.367865,0.503937,0
2.440000,456.367865,0.503937,0
2.450000,456.367865,0.503937,0
2.460000,456.367865,0.503937,0
2.470000,456.367865,0.503937,0
2.480000,456.367865,0.503937,0
2.490000,456.367865,0.503937,0
2.500000,456.367865,0.503937,0
2.510000,456.367865,0.503937,0
2.520000,456.367865,0.503937,0
2.530000,456.367865,0.503937,0
2.540000,456.367865,0.503937,0
2.550000,456.367865,0.503937,0
2.560000,456.367865,0.503937,0
2.570000,456.367865,0.503937,0
2.580000,456.367865,0.503937,0
2.590000,456.367865,0.503937,0
2.600000,456.367865,0.503937,0
2.610000,456.367865,0.503937,0
2.620000,456.367865,0.503937,0
2.630000,456.367865,0.503937,0
2.640000,456.367865,0.503937,0
2.650000,456.367865,0.503937,0
2.660000,456.367865,0.503937,0
2.670000,456.367865,0.503937,0
2.680000,456.367865,0.503937,0
2.690000,456.367865,0.503937,0
2.700000,456.367865,0.503937,0
2.710000,456.367865,0.503937,0
2.720000,456.367865,0.503937,0
2.730000,456.367865,0.503937,0
2.740000,456.367865,0.503937,0
2.750000,456.367865,0.503937,0
2.760000,456.367865,0.503937,0
2.770000,456.367865,0.503937,0
2.780000,456.367865,0.503937,0
2.790000,456.367865,0.503937,0
2.800000,456.367865,0.503937,0
2.810000,456.367865,0.503937,0
2.820000,456.367865,0.503937,0
2.830000,456.367865,0.503937,0
2.840000,456.367865,0.503937,0
2.850000,456.367865,0.503937,0
2.860000,456.367865,0.503937,0
2.870000,456.367865,0.503937,0
2.880000,456.367865,0.503937,0
2.890000,456.367865,0.503937,0
2.900000,456.367865,0.503937,0
2.910000,456.367865,0.503937,0
2.920000,456.367865,0.503937,0
2.925000,466.163762,0.000000,0
4.000000,456.367865,0.503937,0
4.000000,466.163762,0.503937,0
4.010000,466.163762,0.503937,0
4.020000,466.163762,0.503937,0
4.030000,466.163762,0.503937,0
4.040000,466.163762,0.503937,0
4.050000,466.163762,0.503937,0
4.060000,466.163762,0.503937,0
4.070000,466.163762,0.503937,0
4.080000,466.163762,0.503937,0
4.090000,466.163762,0.503937,0
4.100000,466.163762,0.503937,0
4.110000,466.163762,0.503937,0
4.120000,466.163762,0.503937,0
4.130000,466.163762,0.503937,0
4.140000,466.163762,0.503937,0
4.150000,466.163762,0.503937,0
4.160000,466.163762,0.503937,0
4.170000,466.163762,0.503937,0
4.180000,466.163762,0.503937,0
4.190000,466.163762,0.503937,0
4.200000,466.163762,0.503937,0
4.210000,466.163762,0.503937,0
4.220000,466.163762,0.503937,0
4.230000,466.163762,0.503937,0
4.240000,466.163762,0.503937,0
4.250000,466.163762,0.503937,0
4.260000,466.163762,0.503937,0
4.270000,466.163762,0.503937,0
4.280000,466.163762,0.503937,0
4.290000,466.163762,0.503937,0
4.300000,466.163762,0.503937,0
4.310000,466.163762,0.503937,0
4.320000,466.163762,0.503937,0
4.330000,466.163762,0.503937,0
4.340000,466.163762,0.503937,0
4.350000,466.163762,0.503937,0
4.360000,466.163762,0.503937,0
4.370000,466.163762,0.503937,0
4.380000,466.163762,0.503937,0
4.390000,466.163762,0.503937,0
4.400000,466.163762,0.503937,0
4.410000,466.163762,0.503937,0
4.420000,466.163762,0.503937,0
4.430000,466.163762,0.503937,0
4.440000,466.163762,0.503937,0
4.450000,466.163762,0.503937,0
4.460000,466.163762,0.503937,0
4.470000,466.163762,0.503937,0
4.480000,466.163762,0.503937,0
4.490000,466.163762,0.503937,0
4.500000,466.163762,0.503937,0
4.510000,466.163762,0.503937,0
4.520000,466.163762,0.503937,0
4.530000,466.163762,0.503937,0
4.540000,466.163762,0.503937,0
4.550000,466.163762,0.503937,0
4.560000,466.163762,0.503937,0
4.570000,466.163762,0.503937,0
4.580000,466.163762,0.503937,0
4.590000,466.163762,0.503937,0
4.600000,466.163762,0.503937,0
4.610000,466.163762,0.503937,0
4.620000,466.163762,0.503937,0
4.630000,466.163762,0.503937,0
4.640000,466.163762,0.503937,0
4.650000,466.163762,0.503937,0
4.660000,466.163762,0.503937,0
4.670000,466.163762,0.503937,0
4.680000,466.163762,0.503937,0
4.690000,466.163762,0.503937,0
4.700000,466.163762,0.503937,0
4.710000,466.163762,0.503937,0
4.720000,466.163762,0.503937,0
4.730000,466.163762,0.503937,0
4.740000,466.163762,0.503937,0
4.750000,466.163762,0.503937,0
4.760000,466.163762,0.503937,0
4.770000,466.163762,0.503937,0
4.780000,466.163762,0.503937,0
4.790000,466.163762,0.503937,0
4.800000,466.163762,0.503937,0
4.810000,466.163762,0.503937,0
4.820000,466.163762,0.503937,0
4.830000,466.163762,0.503937,0
4.840000,466.163762,0.503937,0
4.850000,466.163762,0.503937,0
4.860000,466.163762,0.503937,0
4.870000,466.163762,0.503937,0
4.880000,466.163762,0.503937,0
4.890000,466.163762,0.503937,0
4.900000,466.163762,0.503937,0
4.910000,466.163762,0.503937,0
4.920000,466.163762,0.503937,0
4.930000,466.163762,0.503937,0
4.940000,466.163762,0.503937,0
4.950000,466.163762,0.503937,0
4.960000,466.163762,0.503937,0
4.970000,466.163762,0.503937,0
4.980000,466.163762,0.503937,0
4.990000,466.163762,0.503937,0
5.000000,466.163762,0.503937,0
5.010000,466.163762,0.503937,0
5.020000,466.163762,0.503937,0
5.030000,466.163762,0.503937,0
5.040000,466.163762,0.503937,0
5.050000,466.163762,0.503937,0
5.060000,466.163762,0.503937,0
5.070000,466.163762,0.503937,0
5.080000,466.163762,0.503937,0
5.090000,466.163762,0.503937,0
5.100000,466.163762,0.503937,0
5.110000,466.163762,0.503937,0
5.120000,466.163762,0.503937,0
5.130000,466.163762,0.503937,0
5.140000,466.163762,0.503937,0
5.150000,466.163762,0.503937,0
5.160000,466.163762,0.503937,0
5.170000,466.163762,0.503937,0
5.180000,466.163762,0.503937,0
5.190000,466.163762,0.503937,0
5.200000,466.163762,0.503937,0
5.210000,466.163762,0.503937,0
5.220000,466.163762,0.503937,0
5.230000,466.163762,0.503937,0
5.240000,466.163762,0.503937,0
5.250000,466.163762,0.503937,0
5.260000,466.163762,0.503937,0
5.270000,466.163762,0.503937,0
5.280000,466.163762,0.503937,0
5.290000,466.163762,0.503937,0
5.300000,466.163762,0.503937,0
5.310000,466.163762,0.503937,0
5.320000,466.163762,0.503937,0
5.330000,466.163762,0.503937,0
5.340000,466.163762,0.503937,0
5.350000,466.163762,0.503937,0
5.360000,466.163762,0.503937,0
5.370000,466.163762,0.503937,0
5.380000,466.163762,0.503937,0
5.390000,466.163762,0.503937,0
5.400000,466.163762,0.503937,0
5.410000,466.163762,0.503937,0
5.420000,466.163762,0.503937,0
5.430000,466.163762,0.503937,0
5.440000,466.163762,0.503937,0
5.450000,466.163762,0.503937,0
5.460000,466.163762,0.503937,0
5.470000,466.163762,0.503937,0
5.480000,466.163762,0.503937,0
5.490000,466.163762,0.503937,0
5.500000,466.163762,0.503937,0
5.510000,466.163762,0.503937,0
5.520000,466.163762,0.503937,0
5.530000,466.163762,0.503937,0
5.540000,466.163762,0.503937,0
5.550000,466.163762,0.503937,0
5.560000,466.163762,0.503937,0
5.570000,466.163762,0.503937,0
5.580000,466.163762,0.503937,0
5.590000,466.163762,0.503937,0
5.600000,466.163762,0.503937,0
5.610000,466.163762,0.503937,0
5.620000,466.163762,0.503937,0
5.630000,466.163762,0.503937,0
5.640000,466.163762,0.503937,0
5.650000,466.163762,0.503937,0
5.660000,466.163762,0.503937,0
5.670000,466.163762,0.503937,0
5.680000,466.163762,0.503937,0
5.690000,466.163762,0.503937,0
5.700000,466.163762,0.503937,0
5.710000,466.163762,0.503937,0
5.720000,466.163762,0.503937,0
5.730000,466.163762,0.503937,0
5.740000,466.163762,0.503937,0
5.750000,466.163762,0.503937,0
5.760000,466.163762,0.503937,0
5.770000,466.163762,0.503937,0
5.780000,466.163762,0.503937,0
5.790000,466.163762,0.503937,0
5.800000,466.163762,0.503937,0
5.810000,466.163762,0.503937,0
5.820000,466.163762,0.503937,0
5.830000,466.163762,0.503937,0
5.840000,466.163762,0.503937,0
5.850000,466.163762,0.503937,0
5.860000,466.163762,0.503937,0
5.870000,466.163762,0.503937,0
5.880000,466.163762,0.503937,0
5.890000,466.163762,0.503937,0
5.900000,466.163762,0.503937,0
5.910000,466.163762,0.503937,0
5.920000,466.163762,0.503937,0
5.930000,466.163762,0.503937,0
5.940000,466.163762,0.503937,0
5.950000,466.163762,0.503937,0
5.960000,466.163762,0.503937,0
5.970000,466.163762,0.503937,0
5.980000,466.163762,0.503937,0
5.990000,466.163762,0.503937,0
6.000000,466.163762,0.503937,0
6.010000,466.163762,0.503937,0
6.020000,466.163762,0.503937,0
6.030000,466.163762,0.503937,0
6.040000,466.163762,0.503937,0
6.050000,466.163762,0.503937,0
6.060000,466.163762,0.503937,0
6.070000,466.163762,0.503937,0
6.080000,466.163762,0.503937,0
6.090000,466.163762,0.503937,0
6.100000,466.163762,0.503937,0
6.110000,466.163762,0.503937,0
6.120000,466.163762,0.503937,0
6.130000,466.163762,0.503937,0
6.140000,466.163762,0.503937,0
6.150000,466.163762,0.503937,0
6.160000,466.163762,0.503937,0
6.170000,466.163762,0.503937,0
6.180000,466.163762,0.503937,0
6.190000,466.163762,0.503937,0
6.200000,466.163762,0.503937,0
6.210000,466.163762,0.503937,0
6.220000,466.163762,0.503937,0
6.230000,466.163762,0.503937,0
6.240000,466.163762,0.503937,0
6.250000,466.163762,0.503937,0
6.260000,466.163762,0.503937,0
6.270000,466.163762,0.503937,0
6.280000,466.163762,0.503937,0
6.290000,466.163762,0.503937,0
6.300000,466.163762,0.503937,0
6.310000,466.163762,0.503937,0
6.320000,466.163762,0.503937,0
6.330000,466.163762,0.503937,0
6.340000,466.163762,0.503937,0
6.350000,466.163762,0.503937,0
6.360000,466.163762,0.503937,0
6.370000,466.163762,0.503937,0
6.380000,466.163762,0.503937,0
6.390000,466.163762,0.503937,0
6.400000,466.163762,0.503937,0
6.410000,466.163762,0.503937,0
6.420000,466.163762,0.503937,0
6.430000,466.163762,0.503937,0
6.440000,466.163762,0.503937,0
6.450000,466.163762,0.503937,0
6.460000,466.163762,0.503937,0
6.470000,466.163762,0.503937,0
6.480000,466.163762,0.503937,0
6.490000,466.163762,0.503937,0
6.500000,466.163762,0.503937,0
6.510000,466.163762,0.503937,0
6.520000,466.163762,0.503937,0
6.530000,466.163762,0.503937,0
6.540000,466.163762,0.503937,0
6.550000,466.163762,0.503937,0
6.560000,466.163762,0.503937,0
6.570000,466.163762,0.503937,0
6.580000,466.163762,0.503937,0
6.590000,466.163762,0.503937,0
6.600000,466.163762,0.503937,0
6.610000,466.163762,0.503937,0
6.620000,466.163762,0.503937,0
6.630000,466.163762,0.503937,0
6.640000,466.163762,0.503937,0
6.650000,466.163762,0.503937,0
6.660000,466.163762,0.503937,0
6.670000,466.163762,0.503937,0
6.680000,466.163762,0.503937,0
6.690000,466.163762,0.503937,0
6.700000,466.163762,0.503937,0
6.710000,466.163762,0.503937,0
6.720000,466.163762,0.503937,0
6.730000,466.163762,0.503937,0
6.740000,466.163762,0.503937,0
6.750000,466.163762,0.503937,0
6.760000,466.163762,0.503937,0
6.770000,466.163762,0.503937,0
6.780000,466.163762,0.503937,0
6.790000,466.163762,0.503937,0
6.800000,466.163762,0.503937,0
6.810000,466.163762,0.503937,0
6.820000,466.163762,0.503937,0
6.830000,466.163762,0.503937,0
6.840000,466.163762,0.503937,0
6.850000,466.163762,0.503937,0
6.860000,466.163762,0.503937,0
6.870000,466.163762,0.503937,0
6.880000,466.163762,0.503937,0
6.890000,466.163762,0.503937,0
6.900000,466.163762,0.503937,0
6.910000,466.163762,0.503937,0
6.912500,466.163762,0.000000,0
0.000000,391.100928,0.503937,1
0.010000,391.100928,0.503937,1
0.020000,391.100928,0.503937,1
0.030000,391.100928,0.503937,1
0.040000,391.100928,0.503937,1
0.050000,391.100928,0.503937,1
0.060000,391.100928,0.503937,1
0.070000,391.100928,0.503937,1
0.080000,391.100928,0.503937,1
0.090000,391.100928,0.503937,1
0.100000,391.100928,0.503937,1
0.110000,391.100928,0.503937,1
0.120000,391.100928,0.503937,1
0.130000,391.100928,0.503937,1
0.140000,391.100928,0.503937,1
0.150000,391.100928,0.503937,1
0.160000,391.100928,0.503937,1
0.170000,391.100928,0.503937,1
0.180000,391.100928,0.503937,1
0.190000,391.100928,0.503937,1
0.200000,391.100928,0.503937,1
0.210000,391.100928,0.503937,1
0.220000,391.100928,0.503937,1
0.230000,391.100928,0.503937,1
0.240000,391.100928,0.503937,1
0.250000,391.100928,0.503937,1
0.260000,391.100928,0.503937,1
0.270000,391.100928,0.503937,1
0.280000,391.100928,0.503937,1
0.290000,391.100928,0.503937,1
0.300000,391.100928,0.503937,1
0.310000,391.100928,0.503937,1
0.320000,391.100928,0.503937,1
0.330000,391.100928,0.503937,1
0.340000,391.100928,0.503937,1
0.350000,391.100928,0.503937,1
0.360000,391.100928,0.503937,1
0.370000,391.100928,0.503937,1
0.380000,391.100928,0.503937,1
0.390000,391.100928,0.503937,1
0.400000,391.100928,0.503937,1
0.410000,391.100928,0.503937,1
0.420000,391.100928,0.503937,1
0.430000,391.100928,0.503937,1
0.440000,391.100928,0.503937,1
0.450000,391.100928,0.503937,1
0.460000,391.100928,0.503937,1
0.470000,391.100928,0.503937,1
0.480000,391.100928,0.503937,1
0.490000,391.100928,0.503937,1
0.500000,391.100928,0.503937,1
0.510000,391.100928,0.503937,1
0.520000,391.100928,0.503937,1
0.530000,391.100928,0.503937,1
0.540000,391.100928,0.503937,1
0.550000,391.100928,0.503937,1
0.560000,391.100928,0.503937,1
0.570000,391.100928,0.503937,1
0.580000,391.100928,0.503937,1
0.590000,391.100928,0.503937,1
0.600000,391.100928,0.503937,1
0.610000,391.100928,0.503937,1
0.620000,391.100928,0.503937,1
0.630000,391.100928,0.503937,1
0.640000,391.100928,0.503937,1
0.650000,391.100928,0.503937,1
0.660000,391.100928,0.503937,1
0.670000,391.100928,0.503937,1
0.680000,391.100928,0.503937,1
0.690000,391.100928,0.503937,1
0.700000,391.100928,0.503937,1
0.710000,391.100928,0.503937,1
0.720000,391.100928,0.503937,1
0.730000,391.100928,0.503937,1
0.740000,391.100928,0.503937,1
0.750000,391.100928,0.503937,1
0.760000,391.100928,0.503937,1
0.770000,391.100928,0.503937,1
0.780000,391.100928,0.503937,1
0.790000,391.100928,0.503937,1
0.800000,391.100928,0.503937,1
0.810000,391.100928,0.503937,1
0.820000,391.100928,0.503937,1
0.830000,391.100928,0.503937,1
0.840000,391.100928,0.503937,1
0.850000,391.100928,0.503937,1
0.860000,391.100928,0.503937,1
0.870000,391.100928,0.503937,1
0.880000,391.100928,0.503937,1
0.890000,391.100928,0.503937,1
0.900000,391.100928,0.503937,1
0.910000,391.100928,0.503937,1
0.920000,391.100928,0.503937,1
0.930000,391.100928,0.503937,1
0.940000,391.100928,0.503937,1
0.950000,391.100928,0.503937,1
0.960000,391.100928,0.503937,1
0.970000,391.100928,0.503937,1
0.980000,391.100928,0.503937,1
0.990000,391.100928,0.503937,1
1.000000,391.100928,0.503937,1
1.010000,391.100928,0.503937,1
1.020000,391.100928,0.503937,1
1.030000,391.100928,0.503937,1
1.040000,391.100928,0.503937,1
1.050000,391.100928,0.503937,1
1.060000,391.100928,0.503937,1
1.070000,391.100928,0.503937,1
1.080000,391.100928,0.503937,1
1.090000,391.100928,0.503937,1
1.100000,391.100928,0.503937,1
1.110000,391.100928,0.503937,1
1.120000,391.100928,0.503937,1
1.130000,391.100928,0.503937,1
1.140000,391.100928,0.503937,1
1.150000,391.100928,0.503937,1
1.160000,391.100928,0.503937,1
1.170000,391.100928,0.503937,1
1.180000,391.100928,0.503937,1
1.190000,391.100928,0.503937,1
1.200000,391.100928,0.503937,1
1.210000,391.100928,0.503937,1
1.220000,391.100928,0.503937,1
1.230000,391.100928,0.503937,1
1.240000,391.100928,0.503937,1
1.250000,391.100928,0.503937,1
1.260000,391.100928,0.503937,1
1.270000,391.100928,0.503937,1
1.280000,391.100928,0.503937,1
1.290000,391.100928,0.503937,1
1.300000,391.100928,0.503937,1
1.310000,391.100928,0.503937,1
1.320000,391.100928,0.503937,1
1.330000,391.100928,0.503937,1
1.340000,391.100928,0.503937,1
1.350000,391.100928,0.503937,1
1.360000,391.100928,0.503937,1
1.370000,391.100928,0.503937,1
1.380000,391.100928,0.503937,1
1.390000,391.100928,0.503937,1
1.400000,391.100928,0.503937,1
1.410000,391.100928,0.503937,1
1.420000,391.100928,0.503937,1
1.430000,391.100928,0.503937,1
1.440000,391.100928,0.503937,1
1.450000,391.100928,0.503937,1
1.460000,391.100928,0.503937,1
1.470000,391.100928,0.503937,1
1.480000,391.100928,0.503937,1
1.490000,391.100928,0.503937,1
1.500000,391.100928,0.503937,1
1.510000,391.100928,0.503937,1
1.520000,391.100928,0.503937,1
1.530000,391.100928,0.503937,1
1.540000,391.100928,0.503937,1
1.550000,391.100928,0.503937,1
1.560000,391.100928,0.503937,1
1.570000,391.100928,0.503937,1
1.580000,391.100928,0.503937,1
1.590000,391.100928,0.503937,1
1.600000,391.100928,0.503937,1
1.610000,391.100928,0.503937,1
1.620000,391.100928,0.503937,1
1.630000,391.100928,0.503937,1
1.640000,391.100928,0.503937,1
1.650000,391.100928,0.503937,1
1.660000,391.100928,0.503937,1
1.670000,391.100928,0.503937,1
1.680000,391.100928,0.503937,1
1.690000,391.100928,0.503937,1
1.700000,391.100928,0.503937,1
1.710000,391.100928,0.503937,1
1.720000,391.100928,0.503937,1
1.730000,391.100928,0.503937,1
1.740000,391.100928,0.503937,1
1.750000,391.100928,0.503937,1
1.760000,391.100928,0.503937,1
1.770000,391.100928,0.503937,1
1.780000,391.100928,0.503937,1
1.790000,391.100928,0.503937,1
1.800000,391.100928,0.503937,1
1.810000,391.100928,0.503937,1
1.820000,391.100928,0.503937,1
1.830000,391.100928,0.503937,1
1.840000,391.100928,0.503937,1
1.850000,391.100928,0.503937,1
1.860000,391.100928,0.503937,1
1.870000,391.100928,0.503937,1
1.880000,391.100928,0.503937,1
1.890000,391.100928,0.503937,1
1.900000,391.100928,0.503937,1
1.910000,391.100928,0.503937,1
1.920000,391.100928,0.503937,1
1.930000,391.100928,0.503937,1
1.940000,391.100928,0.503937,1
1.950000,391.100928,0.503937,1
1.960000,391.100928,0.503937,1
1.970000,391.100928,0.503937,1
1.980000,391.100928,0.503937,1
1.990000,391.100928,0.503937,1
2.000000,391.100928,0.503937,1
2.010000,391.100928,0.503937,1
2.020000,391.100928,0.503937,1
2.030000,391.100928,0.503937,1
2.040000,391.100928,0.503937,1
2.050000,391.100928,0.503937,1
2.060000,391.100928,0.503937,1
2.070000,391.100928,0.503937,1
2.080000,391.100928,0.503937,1
2.090000,391.100928,0.503937,1
2.100000,391.100928,0.503937,1
2.110000,391.100928,0.503937,1
2.120000,391.100928,0.503937,1
2.130000,391.100928,0.503937,1
2.140000,391.100928,0.503937,1
2.150000,391.100928,0.503937,1
2.160000,391.100928,0.503937,1
2.170000,391.100928,0.503937,1
2.180000,391.100928,0.503937,1
2.190000,391.100928,0.503937,1
2.200000,391.100928,0.503937,1
2.210000,391.100928,0.503937,1
2.220000,391.100928,0.503937,1
2.230000,391.100928,0.503937,1
2.240000,391.100928,0.503937,1
2.250000,391.100928,0.503937,1
2.260000,391.100928,0.503937,1
2.270000,391.100928,0.503937,1
2.280000,391.100928,0.503937,1
2.290000,391.100928,0.503937,1
2.300000,391.100928,0.503937,1
2.310000,391.100928,0.503937,1
